# key|material|stem|correct|correct reason|wrong~reason|wrong~reason|wrong~reason
9.0|自擬材料：文章開首先用一句話，指出某概念所屬類別及足以區別其他概念的本質特徵。|這項說明最主要在做甚麼？|界定概念的性質與範圍|指出本質特徵以區分概念，是定義說明。|羅列概念的各種生活例子~材料未舉具體例子，而在界定概念。|比較不同年代的數量變化~沒有年代或數據。|描寫對象帶來的個人感受~重點是概念界定，非個人感受。
9.1|自擬材料：一篇介紹社區年齡分布的文章，列出同年調查的各年齡層人數及百分比。|這些數據最直接有甚麼作用？|把人口分布具體化，便於核對比例|數據令分布清楚可比較；可信程度仍取決於調查來源與方法。|用個人經驗代替對社區的整體了解~題中是調查數據，不是個人經驗。|把人口比作熟悉事物以便想像~没有比喻關係。|單憑數字便能證明年齡變化的原因~分布數據本身不能確定成因。
9.2|自擬材料：解釋「無障礙設施」時，文章列舉斜道和觸覺引路帶，說明各自用途。|這項舉例的主要作用是甚麼？|用具體設施說清概念及用途|具體例子使抽象概念可理解。|由兩例證明所有設施功能相同~兩例用途各異，不能推成所有功能相同。|依建成年份追述整個發展歷史~材料沒有發展史的時間安排。|用設施的外形寄託作者人生志向~是說明用途，非託物言志。
9.3|自擬材料：介紹圖書館資源時，文章按「印刷資料、影音資料、電子資料」分項解說。|這种安排最主要的好處是甚麼？|依媒介分類，便於掌握各類特點|各項按媒介分門別類，使說明有條理。|依借閱人數排序，突顯受歡迎程度~題中沒有借閱數或人氣排序。|依成立年份追溯各類先後~分類標準是媒介，不是年份。|依優劣論證某一類應取代其他類~材料沒有優劣判斷或取代主張。
9.4|自擬材料：介紹古橋修建年代時，作者引述地方志中的記錄，並標明卷次。|這項引用最直接補強甚麼？|修建年代的資料依據|地方志記錄提供可追查依據；仍須核對記錄內容與所述年代。|古橋外形的比喻聯想~沒有藉相似事物描摹外形。|作者遊橋時的情緒強度~引用用於年代資料，非抒情程度。|各種橋樑用途的分類標準~並未分類橋樑。
9.5|自擬材料：為解釋資料傳輸，作者把通道比作道路，把資料包比作沿路運送的包裹。|這項比喻說明怎樣幫助理解？|以熟悉的運送情景說明較抽象的傳輸|道路與通道、包裹與資料包建立對應，使陌生內容具體。|以實測車流直接證明網絡速度~比喻不是網絡實測數據，不能如此推算。|以道路年代交代電腦發明次序~材料沒有年代關係。|以交通規則定義所有資料的內容~類比的是傳送過程，不是資料內容。
9.6|自擬材料：學生已懂紙本目錄。老師先指出紙本與電子目錄都按索引定位，再解說電子目錄的查找方式。|這種說明主要依據甚麼？|由已知事物的共通結構理解新事物|抓住兩種目錄的共通點由已知通向未知，屬類比說明。|由電子目錄的情緒反應理解用途~目錄没有情緒，材料也沒如此描寫。|由一本書的重量估算全館藏量~未提供這種數據推算。|由兩種目錄的優劣證明紙本應廢除~材料是在解釋查找，不是論證廢除。
9.7|自擬材料：文章把兩種交通工具的費用、時間和載客量並排列出。|若分析其比較說明，應着重甚麼？|同一組指標下兩者的異同|比較須使用共同角度，才可清楚呈現差別。|兩種工具名稱的字數是否相同~名稱字數與所列性能指標無關。|作者是否分別敘述自己的旅遊感受~材料是性能比較，非個人抒情。|哪種工具在文章中最先出現~排列先後不能代替指標比較。
9.8|自擬材料：介紹葉片時，作者細寫邊緣鋸齒、表面紋理及背面的細毛。|這些描述最直接使讀者了解甚麼？|葉片可觀察的形態特徵|具体描述局部形態，使對象可辨認。|葉片所象徵的人物品格~未建立象徵關係。|葉片從古至今的演化年代~沒有演化的時間材料。|葉片比其他植物更好的價值~沒有共同指標下的優劣論述。
9.9|自擬材料：一篇印刷術簡介，依早期技術、後來改良、現代方式的次序展開。|這個說明次序的主要依據是甚麼？|技術發展的先後|材料按發展時間從早到晚。|設備擺放的方位~沒有按設備所在位置排列。|各種技術的價格高低~未按價格分項。|作者對各種技術的喜惡~未以情感變化統攝內容。
9.10|自擬材料：介紹展館時，先說入口，再說左廳、右廳，最後說後方庭院。|哪項最準確說明這種組織？|按建築方位安排內容|入口、左右、後方構成空間順序。|按展館建成的年代安排內容~没有建成年代次序。|按遊客的年齡分組安排內容~没有人群年齡分類。|按論點由淺入深安排內容~材料是位置介紹，不是論點層層推進。
9.11|自擬梗概：首段概說公園兼具休憩、運動與生態教育功能，後三段分別介紹這三項。|文章主要採用甚麼層次？|總—分|首段總述三功能，後段分項展開，分項受總述統攝。|分—總~材料不是先分項而後歸總。|總—分—總~未交代末段再總結，不能自行補出一層。|由果溯因~不是由結果分析成因。
9.12|自擬梗概：前兩段各說一种方法的特点，末段概括兩者適用情況。|這種安排屬於哪項？|分—總|先分說兩方法，再概括適用情況。|總—分~沒有先用總述統攝後文的安排。|順敘—倒敘~材料是說明組織，非事件時序倒轉。|伏筆—照應~並非先留隱線再在後文應驗。
10.0|自擬材料：作者主張「分工有助提高效率」，列出某組如何分配工作並準時完成，再說明分工與成果的關係。|例子能支持論點，關鍵在於甚麼？|把具體分工與完成成果連接起來|不只記事，還解釋例子如何印證效率主張。|把組員姓名全部列出來~姓名完整不能代替例子與主張的論證聯繫。|把每項工作寫得一樣長~篇幅平均不是證明論點的條件。|把準時完成說成所有團隊的必然結果~單一例子不能證明所有情況必然如此。
10.1|自擬材料：作者討論誠信，引述一則相關格言，再解釋它如何支持自己的主張。|這裏的論證方式最直接屬於哪項？|引用論證|用現成格言作道理依據，並與主張連接。|因果論證~此處重點是援引格言，未給完整因果推演。|歸納論證~未由多個事例抽取共同結論。|對比論證~未對舉兩種相反情況。
10.2|自擬材料：作者把兩個條件相近的團隊作比較，一組互相推卸，一組願意合作，再分析不同結果。|這個對比最需要交代哪項？|雙方在合作態度與結果上的差異|共同角度及不同結果使對比能支持論點。|兩組名稱是否具有同樣字數~名稱格式與論證無關。|作者是否參加過兩組的全部活動~資料需可靠，但親身參與不是對比的必要形式。|先出現的團隊是否必然代表作者立場~立場須看分析，不由先後直接決定。
10.3|自擬材料：論述守時，既說守時如何便利合作，也說失約如何損害信任。|兩面論述如何配合？|從正反結果支持守時的重要|正面好處與反面壞處共同指向同一主張。|分别提出互不相容的兩個中心論點~兩方面不衝突，都支持守時。|先贊成失約，再撤回守時主張~材料未贊成失約。|把守時定義拆成兩個同義詞~是在分析結果，不是拆詞定義。
10.4|自擬材料：作者以「地基不穩，樓房難高」說明學習要打好基礎。|要使比喻成為有效論證，最需要補足甚麼？|地基之於樓房與基礎之於進階學習的共通關係|須把具體事物与抽象道理的相似性說明，才能由比喻推理。|樓房所在城市與學生居住地相同~地理相同不是此比喻的論證聯繫。|建築工人的姓名與作者的生平相近~人物生平不構成所比關係。|樓房高度與學生年齡成相同比例~比喻不是可直接換算的數量公式。
10.5|自擬材料：作者從運動訓練須持續練習的道理，推論語言學習也不能只靠一次集中操練。|檢驗此類比是否合理，應先看甚麼？|兩者在技能累積方面是否具有相關共通點|類比須以與結論有關的相似性作橋樑。|兩者所用教材是否同一顏色~表面顏色與技能累積無關。|兩者練習場所是否距離相近~場所距離不支持學習規律相似。|兩者名稱是否都含有「學習」~名稱相同不等於論證關係成立。
10.6|自擬材料：作者分析排水孔堵塞如何令雨水無法排出，從而增加積水，支持定期清理的主張。|這裏主要依靠甚麼推進論證？|交代原因、機制及結果的聯繫|堵塞→排水受阻→積水，因果鏈支持清理需要。|把兩種互不相關現象並列描寫~材料明確分析了機制，非僅並列。|以古人說話代替具體分析~沒有古語引用。|由字形相似推測排水孔的功能~不是字形推論。
10.7|自擬材料：凡借出的資料均須登記；這本書是借出的資料；所以這本書須登記。|這項推理的方向是甚麼？|由一般原則推到個別結論|先給普遍規則，再把個別情況納入，屬演繹。|由多個個別結果歸納普遍規則~没有先收集多個個別事例。|由事物外形相似推測用途相同~没有外形類比。|由結果倒推出唯一未明原因~未作溯因推論。
10.8|自擬材料：調查多個班別後，作者找出共同情況，據此提出概括性的判斷。|這項推理屬於哪種方向？|從多項個別材料概括一般結論|由多例的共通點得出一般判斷，是歸納；結論範圍仍須符合樣本。|從已定的一般規則套用個別事件~這是演繹，方向相反。|從字面褒義還原內心貶義~這是反語辨析，不是所給推理。|從一個喻體直接換算全部數據~材料没有數量換算或比喻。
10.9|自擬材料：作者敘述一次分工失敗，着重交代互不溝通的環節，最後說明合作須協調。|為甚麼可視為借事說理？|事件的選取和解說共同服務合作的道理|事與理有明確聯繫，記事不為完整記錄行程，而為說理。|故事只要真實就自動構成論證~真實不等於已說明與論點的關係。|結尾出現道理便不必連繫前事~道理须由所記事件支持，不能任意加上。|描寫失敗便必定否定所有合作~材料指向協調需要，非否定合作。
10.10|自擬材料：文章寫竹子中空而有節，藉此勉勵人虛心並守原則。|分析託物說理時，哪項最完整？|把中空連到虛心，把有節連到操守|物的特徵與所寄道理逐一對應，說明如何託物。|只列竹子高度與生長季節~這些資料未連到所寄道理。|只讚作者觀察細心而不說竹的意義~沒有交代託物與道理的橋樑。|把虛心解作沒有主見，把有節解作拒絕改變~混淆道理的內涵，非文本所勉勵的意思。
11.0|自擬材料：「學校應保留閱讀時間，因為持續閱讀有助學生接觸不同觀點。」|這句的論點是哪項？|學校應保留閱讀時間|這是作者要求採取的做法；後半句提供支持理由。|持續閱讀有助接觸不同觀點~這在本句中是支持前項的理由。|學生目前每天閱讀多久~材料沒有提出此項主張或資料。|學校圖書館收藏多少書~材料未提館藏數。
11.1|自擬梗概：全文分別論述運動對身體、情緒與人際的益處，最後主張學生應建立規律運動習慣。|哪項是統攝全篇的中心論點？|學生應建立規律運動習慣|三方面益處都支持此總主張。|運動有助改善情緒~是其中一個支持角度，範圍不足統攝全篇。|運動可以增加人際接觸~同樣只是分論點。|學生曾參加一次比賽~材料未提供此事例，更非總主張。
11.2|自擬材料：中心主張是「公共空間應便利不同需要的人使用」。以下哪項最適合作分論點？|選出能從一個角度支持中心主張的一項。|出入口應照顧行動不便者的需要|從通行角度支持公共空間的可用性，主從關係清楚。|公共空間就是供公眾使用的地方~這是概念解說，尚未提出支持性的分主張。|某公園昨日舉行活動~只是事件資料，未形成論點。|所有設施都應改成相同形狀~形狀統一未必便利不同需要，與主張不相扣。
11.3|自擬情境：學生寫「假如圖書館提早關門，夜班工作者便可能難以借書」，用來說明開放時間須兼顧不同人。|這項材料應如何使用才恰當？|明示為設想，說明它與主張的關係|假設情境可用來推論，但不得當作已發生的調查事實。|改稱調查已證實，增加權威感~沒有真實調查證據，不能冒稱史實或數據。|因不是史實，便不能作任何說理材料~明示設想仍可推理，不能一概排除。|只保留時間資料，刪去不同人的需要~會失去與中心主張的關聯。
11.4|自擬材料：文章引入一項已核實、注明年份與來源的社區調查結果。|從材料性質看，它最直接屬於哪項？|事實論據|可查的實際調查結果屬事實材料；是否支持論點仍須分析。|設例~不是明示假想情況。|抒情意象~此處作調查證據，非寄情形象。|中心論點~數據是用來支持主張的材料，非主張本身。
11.5|自擬材料：作者援引一條公認道理，解釋為何應信守承諾。|這種材料最直接屬於哪項？|道理論據|以公認原則作說理依據。|事實論據~材料不是一次已發生的事件或統計。|外貌描寫~沒有描寫人物外在形態。|情節伏筆~不是為後文事件留下隱線。
11.6|自擬材料：作者以本月社區互助計劃的一件已核實事件，支持鄰里協作的主張。|按例子的時代與性質，最恰當的分類是甚麼？|當代事例|本月實際事件屬當前事例，不是假設或古代史例。|古代史例~時代明確為本月。|假設設例~已核實發生，非設想。|名言語例~不是援引精警言論。
11.7|自擬材料：作者以古代一項改革的實際成敗，說明政策須考慮民生。|這項例證最直接屬於哪項？|史例|古代實際事件用來支持道理，是史例；仍須說明與論點的聯繫。|設例~不是假想事件。|語例~材料重點是事件，不是名人話語。|定義~沒有界定政策一詞的本質特徵。
11.8|自擬材料：作者說「設想兩位能力相近的學生，一位定期溫習，一位只在考前突擊」，再比較可能結果。|這項例子應如何理解？|設例，藉明示假設推演道理|「設想」「可能」交代假設性，不可視作已完成實驗。|史例，記錄兩位古人的遭遇~没有古代事件資料。|統計，概括所有學生的實測結果~沒有樣本或實測數據。|語例，直接援引學者的原話~沒有引述學者言論。
11.9|自擬材料：作者援引一位學者的精警語句，作為討論求學態度的依據。|這種例證最直接屬於哪項？|語例|以學者言論作例證，可從引用論證角度分析其作用。|史例~重点不在一項歷史事件。|設例~並非虛構情境。|數據例~没有數量統計。
12.0|自擬片段：我多麼想念那個家，想念門前每一聲熟悉的呼喚！|這句抒情方式最直接屬於哪項？|直接抒情|「我多麼想念」直接點明感情，無須從景物推知。|借景抒情~雖提家，主體是直接說想念，沒有以景物描寫承載感情。|託物言志~未藉物的特性寄託志向。|借古諷今~没有古今對照或諷諭。
12.1|自擬片段：離家後，他每天仍把兩隻杯子放到桌上，過一會才收回其中一隻。|這段主要怎樣表達思念？|把感情滲入重複的小動作|沒有直接說「想念」，藉擺杯收杯的行為使缺席者可感。|直接向讀者宣告思念程度~文本沒有直接感情宣告。|援引名言說明思念的定義~没有引言或定義。|分析杯子材料說明使用方法~杯子是情感所依，非說明材質用途。
12.2|自擬梗概：作者記述父親冒雨送傘、修補書包及等候放學三件事，流露感激。|感情主要依託甚麼表達？|具體人事的選取與記述|三件照顧小事讓感激有內容支撐，是借事抒情。|自然景物的四季變化~不是以四季景物為主軸。|古代人物的典故背景~没有典故。|某種物件的抽象定義~不是解說概念。
12.3|自擬片段：回鄉那天，河水亮得像在笑，岸邊每片葉子都迎着風招手。|若從借景抒情分析，較有根據的是哪項？|以明快親切的景象表達重返故鄉的喜悅|笑與招手使景帶歡迎意味，與回鄉情境相連。|以蕭瑟冷落的景象表達無人接納~景物語氣明快，沒有冷落蕭瑟特徵。|以景物數量證明故鄉人口增加~葉片與人口没有數據關係。|以河岸位置解釋回鄉路線的長短~主要是情感化景物，未交代路線長短。
12.4|自擬片段：文章細寫母親留下的圍巾，從磨損的線頭寫到多年來不捨丟棄。|圍巾在抒情上主要有甚麼作用？|成為思念母親的具體依託|物件連繫人物與記憶，使情感含蓄而可感。|作為所有母親共同性格的統計證據~一物不能證明所有人的性格。|用來界定織物的工業分類~内容不是工業分類。|代替母親說出未曾留下的原話~材料没有把圍巾當引語来源。
12.5|自擬片段：看見校門旁新開的花，我忽然想起當年同桌，心中湧起惦念。|景與情的發生關係是甚麼？|眼前景物觸發回憶和情思|先見花，隨之想人而生情，重在外景觸發。|先有憤怒，再把怒意投射到花上~沒有先怒後寫景的過程。|用花的生長規律證明人必然重逢~没有作這種推論。|寫花只是交代季節，與感情無關~「看見…忽然想起」明示聯繫。
12.6|自擬片段：失意的他覺得整條街都灰暗，連燈光也疲倦地垂着頭。|這處景情關係最恰當的分析是甚麼？|把失意投射到街景，使寫景帶有情緒|「覺得」「疲倦」顯示主觀心情滲入客觀景物。|先客觀統計街燈數量，再判斷身體疲累~沒有統計或身體檢查。|看到街景才首次知道自己已失意~材料先交代失意，後寫情緒化觀景。|利用街道方位交代失意的唯一原因~街景表現心情，不足證明失意成因。
13.0|自擬開頭：「尊重他人的時間，是合作的第一步。」後文逐層解說此主張。|這種開頭最直接有甚麼作用？|開首提出觀點，使論述方向明確|首句直接立論，後文承接展開。|隱去全文主張，使讀者到結尾才知題意~主張已在首句表明。|先寫事情結局，再追述完整過程~沒有倒敘事件的安排。|先描寫自然景物，再轉入人物回憶~没有景物描寫起首。
13.1|自擬開頭：「那天，父親把唯一的車票撕了。我過了十年才明白原因。」|這樣開頭主要引起讀者甚麼期待？|追問撕票原因，期待後文揭示|先交代反常行動但留原因，構成懸念。|核對父親外貌，期待後文作統計~没有外貌或統計的提示。|了解車票定義，期待後文作分類~不是概念說明。|確認事件已全說完，無須再讀下文~明示原因待揭，事件意義尚未完整。
13.2|自擬梗概：決賽前，文章先寫觀眾屏息、隊員反覆檢查裝備，再展開最後一戰。|前段主要怎樣配合後段？|營造緊張氣氛，為決賽蓄勢|賽前材料準備氣氛和條件，是鋪墊。|補述比賽結束後才知道的資料~內容發生在決賽前，非事後補敘。|先寫最後結果，再按時間回述~未先給結果。|概括全部比賽結論，替代具體過程~前段只蓄勢，後段仍展開決賽。
13.3|自擬梗概：開篇不經意提到門鎖被刮花，後來此痕跡成為發現有人進屋的關鍵。|門鎖細節主要如何連接前後？|先留下線索，後文使之應驗|早段細節對後來發現有具體指向，是伏筆。|先提出論點，後文分三角度證明~不是議論的總分架構。|先寫全面結果，後文重敘事件始末~早段只留線索，非先給全面結局。|先把人物貶低，後文改為讚揚~沒有抑揚評價的轉換。
13.4|自擬梗概：開頭問「家是甚麼」，結尾在經歷離別後回答「是有人等我回去的地方」。|首尾的關係最恰當是哪項？|結尾回應開首疑問，使主題收束|結尾對開頭作具體回答，形成首尾呼應。|結尾否定所有前文，使事件失去意義~回答由經歷引出，非推翻一切前文。|結尾另開無關話題，準備第二篇文章~仍圍繞「家」這一問題。|結尾重複首句字面，沒有新理解~兩句不同，後句補出經歷後的理解。
13.5|自擬梗概：第二段寫孩子不敢進門，第五段解釋怕打擾病人，第七段再寫他放輕腳步進去。|這幾處前後配合主要有甚麼效果？|補足行動原因，使人物表現連貫|不同位置回應前文疑點，後一行動與顧慮相扣。|形成首尾同句反復，突出韻律~不是開頭結尾原句再現。|把多個無關人物分門別類~一直圍繞同一孩子的行動。|把時間完全倒轉，使故事難以追索~回應與解釋不等於整段時間倒轉。
13.6|自擬過渡句：「這些經歷使我不再害怕獨行，卻也讓我開始思考同行的意義。」上文寫獨行經歷，下文寫與友人同行。|這句怎样承上啟下？|承接獨行感受，轉入同行思考|前半扣上文經歷，後半開下文主題，兩向銜接俱在。|只重述下文事件，與上文沒有聯繫~「這些經歷」「不再害怕獨行」直接承上。|先提出無關疑問，延遲所有答案~思考內容與前後主題緊扣。|把兩次旅行判作同一天發生~過渡句没有交代日期相同。
13.7|自擬梗概：起初嫌店主寡言冷淡，後來見他默默照顧困難鄰居，轉而敬重他。|這種態度安排屬於哪項？|先抑後揚|先作負面印象，後因深入理解而肯定，突出人物可敬之處。|先揚後抑~態度方向相反。|先破後立~這不是先駁一套主張再建立論點，而是人物評價轉變。|總—分—總~梗概重點不是總分說明結構。
13.8|自擬梗概：先寫人物演說動聽、形象出眾，後揭示他言行不一，指出失信之處。|這種安排主要屬於哪項？|先揚後抑|先肯定外在表現，後揭不足，使否定更鮮明。|先抑後揚~褒貶次序相反。|順敘起首~按時序不是此處所問的評價安排。|分項說明~不是對事物作客觀分類解說。
13.9|自擬梗概：文章先反駁「犯錯便代表沒有能力」，再主張應從錯誤中學習。|論述次序最恰當的概括是甚麼？|先破後立|先駁斥錯誤觀點，再確立自己的主張。|先揚後抑~起初并非讚揚該觀點，而是反駁。|先果後因~不是由事件結果回溯成因。|先景後情~没有景物與抒情次序。
13.10|自擬梗概：文章先談個人習慣，再談群體互動，最後推展到社會風氣。|若分析層層遞進，應指出哪個尺度？|討論範圍由個人逐步擴到社會|層次之間有由小到大的範圍推展。|時間由現代逐步退回古代~沒有歷史年代的倒推。|情緒由激烈逐步轉為平靜~梗概未提供情緒強弱。|句子由長逐步縮短至單字~未提供句長規律。
13.11|自擬材料：作者評論古代統治者輕信諂言的教訓，文末提醒當政者廣聽異議。|為甚麼可從借古諷今分析？|古代教訓與現實勸戒形成相似對照|古事的分析指向現實政治，含蓄表達勸戒。|凡提到古代人物便與現實有同樣關係~須有今意依據，不能只憑古人出現。|作者先寫現在再回到過去，故屬諷刺~時序倒敘本身不等於借古諷今。|文章只需交代古代年代，不需現實指向~缺少現實對應便不足說明「諷今」。
13.12|自擬材料：為寫等待的煎熬，作者說「每一分鐘都像一條走不到盡頭的長廊」。|這個譬喻的作用最貼近哪項？|把漫長難耐的時間感寫得具體|以長廊難到盡頭的感覺比漫長等待，突出主觀體驗。|提供可量度的時間與距離換算~比喻不是實際換算公式。|用長廊代称等待者的工作單位~沒有關聯替代的語境。|用等待反襯長廊建築的美觀~主體是等待感受，非建築美觀。
13.13|自擬片段：我想像十年後再到這裏，幼樹已成濃蔭，孩子在樹下讀書。|這段想像如何配合表達？|把對未來的期待化成可感畫面|未來情境是想像，不是現況記錄，令希望具體。|把尚未發生的事直接證作歷史資料~想像不能冒充史實。|把眼前景物全部否定，表示不再關心~材料呈現期待，不是全面否定。|把已發生的結局前置，再追述童年~这是未來想像，不是倒敘。
14.0|自擬開頭：「星期六清晨，我和祖父來到碼頭，準備乘船回鄉。」|這個開頭主要完成甚麼？|交代時地人物，直接建立事件情境|以基本要素起首，帶出乘船回鄉，屬順敘起首。|先揭示旅程結局，再回憶出發~未先給結局。|先提出論點，再列三項論據~不是議論起首。|先留下反常行動，刻意隱去所有背景~背景交代清楚，未設反常疑團。
14.1|自擬開頭：「今天站上領獎台時，我又想起第一次失敗的比賽。」後文回述訓練。|這個開頭主要採用哪種安排？|先寫現況，再回憶以往經歷|現在領獎置前，後文回述，屬倒敘起首。|先寫童年，再一路順敘到領獎~順序與材料相反。|先解釋獎項定義，再分類說明~沒有定義分類。|先引他人名言，再駁斥相反觀點~沒有引言駁論。
14.2|自擬開頭：「暮色壓低了遠山，渡口只剩一盞燈。」下文寫等候親人。|這個景物開頭主要為下文做甚麼？|營造孤清氣氛，帶入等候的情境|暮色與孤燈先建立氛圍，可配合人物等待。|完整交代親人遲到的實際原因~景物不足說明遲到原因。|直接界定等候一詞的含義~不是概念定義。|先列結論數據，證明渡口使用率低~沒有數據或使用率分析。
14.3|自擬情境：文章主題是從失敗中重新嘗試，作者打算以名言開頭。|選擇引文時最重要的考慮是甚麼？|引文意思能否帶出失敗與再嘗試的主題|名言須與主題有具體關聯，知名或華麗不是替代品。|引文是否出自年代最久遠的作者~古老不保證相關。|引文是否比全文其他句子都長~篇幅不是引題效用的判準。|引文是否含有最多生僻字~生僻字不代表能帶出主題。
14.4|自擬開頭：「全班都在鼓掌，只有我把那張獎狀藏進書包。」|若用來設置懸念，讀者最自然會追問甚麼？|為甚麼得獎者反而藏起獎狀|反常行動與普遍掌聲形成疑問，推動追讀。|獎狀通常用哪一種紙張製成~不是反常行動引起的核心疑問。|書包有多少個不同大小的間隔~與所留情節疑點無關。|全班同學的姓名如何排列~材料沒有引向名單問題。
14.5|自擬開頭：「他總穿一件洗得發白的外套，走路很快，說話卻慢。」後文分寫他的事跡。|這個開頭主要有甚麼作用？|先勾勒人物整體印象，再展開事跡|用少數外貌行為特徵建立輪廓，供後文充實。|先全面證明人物一生所有選擇~幾項特徵不足證明一生。|先列明文章結論，再否定全部細節~沒有這種論述轉折。|先提出未解事件，延後交代人物身分~此處重點是人物概括描寫，非謎團事件。
14.6|自擬開頭：先寫一次街坊共用工具的生活事件，再引出「資源共享」的討論。|這種開頭如何帶入論說？|由具體材料引出討論主題|事件提供切入點，後文須連繫共享的道理。|由結論回頭改寫事件的真偽~材料没有更改事件真偽的安排。|由景色顏色分類不同論點~不是景色分類。|由名詞字音推定社會現象的原因~没有字音推理。
14.7|自擬開頭：「本文所說的自律，是能為長遠目標約束當下行為，並非凡事獨自完成。」|這個開頭最主要在做甚麼？|界定關鍵概念，排除容易混淆的範圍|说明自律所指及不等同的概念，為後文設定範圍。|用個人經歷證明作者最有自律~没有個人經歷。|先交代事件結果，再回述起因~不是敘事倒敘。|用景物描寫含蓄暗示中心~直接解釋詞義，不是借景。
14.8|自擬開頭：「有人認為只要成績好，便無須參與群體活動。這種看法忽略了合作能力的培養。」|這樣起首如何建立論述方向？|提出相反意見並指出不足，引向己方主張|先立反方對象再加分析，使論述有針對性。|先完全贊成他人，再避談自己的立場~第二句已批評其不足。|先以故事描寫人物外貌，再转入時間線索~不是故事外貌描寫。|先中立羅列詞義，再按字數分類~材料是在評議觀點。
15.0|自擬情境：一篇寫「我學會向人求助」的記事，已交代時間、地點、人物和結果，卻省去遇困及求助過程。|最應補哪項才能突出主題？|具體交代困難、猶豫和求助後的轉變|經過呈現人物如何學會求助，是敘事重心。|增加各人的出生日期與家庭地址~這些背景未必有助呈現核心轉變。|把結尾結果再原句抄寫數遍~重複結果不能補足經過。|列出當日每一件與求助無關的瑣事~增添無關內容會分散主題。
15.1|自擬梗概：人物原以為任務容易，中途失敗，得到提示後換方法，最後完成。|情節起伏主要由甚麼構成？|預期受挫，再因方法改變而轉機|變化與主角行動有因果，形成發展和轉折。|每段使用不同數量的標點~標點數量不是情節變化。|所有事件重複同樣結果~材料正有失敗與完成之別。|只在開頭增加人物姓名~姓名本身不能構成起伏。
15.2|自擬情境：要在記事中突出人物「守信」，以下哪項材料最直接有效？|選出能以具體行為呈現特點的一項。|遇上不便仍履行已答應的約定|行動中有成本與取捨，能支持守信特點。|反覆寫他的衣服顏色整齊一致~儀容不能直接證明守約。|只說他是好人而不交代任何事情~空泛評語缺少行為證據。|交代他經常獲獎但不說獎項緣由~獲獎未必與守信有關。
15.3|自擬片段：甲「我感激父親」。乙寫父親離開後，仍把他修好的檯燈留在桌邊。|若要讓乙的間接抒情更清楚，最合適補甚麼？|交代修燈與父女相處的具體記憶|把物與感情經歷連起來，使保留檯燈有抒情依據。|加入檯燈售價的完整市場比較~價格比較未必支持感激。|刪去人物關係，只列燈泡規格~會減弱情感聯繫。|宣稱凡保存舊物都必定感激父親~推論過度，不能替代具體語境。
15.4|自擬情境：人物剛與好友重逢，作者要融情入景。|哪句與此刻喜悅最協調？|街燈一盞盞亮起，像沿路迎接我們的笑臉|景物被賦予歡迎意味，與重逢喜悅相扣。|街燈冷冷地盯着我，路面像一條退路~語調疏離不安，未交代轉折便不合喜悅。|街燈的高度依規格約為數米~客觀規格沒有融入這份感情。|街燈按編號分為三組，由專人維修~維修分類不表現重逢心情。
15.5|自擬情境：文章主張「做決定前應核對資料」，已用一件誤信傳言的例子。|再加引用或比較時，最重要的是甚麼？|新材料仍須說明核對資料與決定的關係|方法服務論點，不能為湊手法而堆材料。|每段必須改用從未出現的手法~方法無固定輪換要求。|所引名言愈難懂便愈有說服力~難懂不等於相關或有力。|比較只需兩物名稱相近即可成立~須有與論點相關的共同比較角度。
15.6|自擬情境：中心主張是「培養閱讀習慣需要共同支持」。|以下哪組分論角度最連貫？|個人安排時間；家庭提供環境；學校提供資源|三角度共同回到培養閱讀的支持條件。|個人飲食口味；家庭家具顏色；學校制服款式~分項雖來自不同領域，却未支持閱讀主張。|閱讀字音；習慣字形；支持字數~拆字不是有實質內容的多角度論證。|只寫學校歷史，再把其餘角度列作標題~沒有發展其他支持角度。
15.7|自擬材料：論述合理作息，先分析长期熬夜的影響，再說規律休息的好處。|這兩部分怎樣配合中心？|從反面問題與正面價值共同說明合理作息|兩面指向同一主張，使說理較完整。|前半否定休息，後半肯定熬夜~與所述內容相反。|兩部分互相抵消，不能支持任何主張~正反效果可以共同支持規律休息，非必相抵。|只要各半篇幅，便無須交代兩者關係~篇幅對半不能代替論證聯繫。
15.8|自擬材料：對方說「一次失敗便證明不適合」，作者列出改變方法後進步的例子，指出一次結果不足定論。|這項反駁最主要針對哪個問題？|由一次失敗推成固定能力，概括過度|反例与理由針對對方推論範圍。|對方句子太短，不足形成觀點~句長不是觀點錯誤的原因。|對方沒有使用比喻，所以立場不能成立~是否用比喻不決定有效性。|對方先提出意見，所以必須被否定~提出先後不是判斷依據。
15.9|自擬材料：上句談做法的好處，下句要指出它仍有條件限制。|哪個標示語最符合兩句關係？|然而|後句限制前句，關係是轉折。|因此~「因此」表示結果，與補充限制的轉折不同。|例如~下句不是舉前句的具體例子。|總而言之~下句非歸納全文。
15.10|自擬材料：一段先寫學生互教、共同核對答案及輪流整理筆記，主旨是合作能促進理解。|哪句最適合作這段的主題句？|互相解說和核對，有助深化學習理解|概括這些例子共同支持的主張。|學生昨天在課室留下三本筆記~是單一事實，不能概括論點。|課室的桌椅排列得十分整齊~與段中合作學習重點無關。|所有合作都不會遇到任何困難~過度絕對化，例子未支持。
